ID_transaccion,proveedor_id,fecha_factura,fecha_vencimiento,monto,condiciones_pago,estado_pago,dias_credito,descuento_pronto_pago,penalizacion_mora,metodo_pago,aprobador,duplicate_has_anomaly,duplicate_type,duplicate_description,format_has_anomaly,format_type,format_description,temporal_has_anomaly,temporal_type,temporal_description,business_rules_has_anomaly,business_rules_type,business_rules_description,approver_has_anomaly,approver_type,approver_description,amount_has_anomaly,amount_type,amount_description,discount_penalty_has_anomaly,discount_penalty_type,discount_penalty_description,cross_consistency_has_anomaly,cross_consistency_type,cross_consistency_description,total_anomalies,has_any_anomaly
340,1075,2022-10-19,2023-07-12,3719.4,30 días,Retrasado,90,10,0,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (266 días) vs esperada (30 días): 236 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
341,1058,2022-05-07,2023-09-22,3601.6,30 días,Pendiente,30,5,0,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (503 días) vs esperada (30 días): 473 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-09-22),2,True
342,1085,2022-10-24,2023-09-19,3094.54,60 días,Pagado,90,0,1,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (330 días) vs esperada (60 días): 270 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
343,1021,2022-11-01,2023-08-18,9756.2,30 días,Pendiente,30,10,0,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (290 días) vs esperada (30 días): 260 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-08-18),2,True
344,1029,2022-01-21,2023-09-08,1784.14,90 días,Retrasado,60,5,2,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (595 días) vs esperada (90 días): 505 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
345,1037,2022-11-14,2023-01-24,8992.56,90 días,Pagado,60,5,0,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (71 días) vs esperada (90 días): 19 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,False,,,2,True
346,1050,2022-02-11,2023-06-02,7790.35,90 días,Retrasado,60,0,0,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (476 días) vs esperada (90 días): 386 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,False,,,2,True
347,1053,2022-08-03,2023-12-01,857.15,90 días,Retrasado,90,5,2,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (485 días) vs esperada (90 días): 395 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),3,True
348,1007,2022-12-03,2023-04-10,9868.62,90 días,Pagado,60,0,0,Transferencia,Jane Smith,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (128 días) vs esperada (90 días): 38 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,True,ATYPICAL_APPROVER,Aprobador atípico: Jane Smith. Baja frecuencia (25 transacciones); Monto promedio alto ($5940.47); Nombre sospechoso,False,,,False,,,False,,,3,True
349,1026,2022-10-26,2023-06-15,2786.52,60 días,Retrasado,90,0,2,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (232 días) vs esperada (60 días): 172 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
350,1026,2022-10-17,2023-09-22,1075.97,90 días,Pendiente,30,0,1,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (340 días) vs esperada (90 días): 250 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-09-22),3,True
351,1097,2022-09-25,2023-02-13,8310.21,30 días,Retrasado,60,5,0,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (141 días) vs esperada (30 días): 111 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
352,1020,2022-06-11,2023-02-20,7096.09,30 días,Retrasado,30,0,1,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (254 días) vs esperada (30 días): 224 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
353,1029,2022-05-14,2023-03-28,6210.47,30 días,Retrasado,90,0,0,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (318 días) vs esperada (30 días): 288 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
354,1096,2022-04-15,2023-10-04,1644.21,30 días,Pendiente,90,5,2,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (537 días) vs esperada (30 días): 507 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-10-04),3,True
355,1027,2022-12-09,2023-10-02,4837.11,60 días,Retrasado,60,0,0,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (297 días) vs esperada (60 días): 237 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
356,1063,2022-06-10,2023-01-05,7827.5,30 días,Retrasado,60,10,1,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (209 días) vs esperada (30 días): 179 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
357,1096,2022-05-03,2023-11-18,3105.88,60 días,Pendiente,90,5,2,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (564 días) vs esperada (60 días): 504 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-11-18),3,True
358,1068,2022-05-16,2023-02-04,3185.73,30 días,Pagado,60,5,2,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (264 días) vs esperada (30 días): 234 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
359,1060,2022-07-22,2023-04-19,131.09,60 días,Pagado,60,5,1,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (271 días) vs esperada (60 días): 211 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
360,1047,2022-03-09,2023-12-11,1825.01,60 días,Pagado,30,10,1,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (642 días) vs esperada (60 días): 582 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
361,1018,2022-12-10,2023-11-20,8766.52,60 días,Retrasado,90,0,0,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (345 días) vs esperada (60 días): 285 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
362,1003,2022-11-27,2023-04-21,4473.29,30 días,Pagado,30,5,0,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (145 días) vs esperada (30 días): 115 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
363,1034,2022-06-03,2023-12-18,9843.92,60 días,Pendiente,60,5,2,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (563 días) vs esperada (60 días): 503 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-12-18),2,True
364,1063,2022-08-23,2023-08-07,4017.51,90 días,Retrasado,30,5,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (349 días) vs esperada (90 días): 259 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
365,1048,2022-06-11,2023-02-24,7180.35,90 días,Retrasado,90,10,1,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (258 días) vs esperada (90 días): 168 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),3,True
366,1016,2022-02-07,2023-04-17,2891.0,30 días,Retrasado,30,10,0,Efectivo,Unauthorized User,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (434 días) vs esperada (30 días): 404 días de diferencia,False,,,True,ATYPICAL_APPROVER,Aprobador atípico: Unauthorized User. Monto promedio bajo ($4487.87); Nombre sospechoso,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
367,1043,2022-01-05,2023-10-04,3701.72,90 días,Pagado,30,10,0,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (637 días) vs esperada (90 días): 547 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,2,True
368,1091,2022-08-23,2023-12-27,1988.19,90 días,Pagado,60,0,2,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (491 días) vs esperada (90 días): 401 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
369,1029,2022-11-15,2023-08-12,3535.92,90 días,Pagado,90,0,1,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (270 días) vs esperada (90 días): 180 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
370,1092,2022-10-16,2023-11-29,5517.65,30 días,Retrasado,60,10,1,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (409 días) vs esperada (30 días): 379 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
371,1045,2022-02-21,2023-02-07,9918.55,30 días,Pendiente,60,0,1,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (351 días) vs esperada (30 días): 321 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-02-07),3,True
372,1005,2022-02-07,2023-12-19,6675.6,90 días,Retrasado,90,10,1,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (680 días) vs esperada (90 días): 590 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),3,True
373,1098,2022-10-03,2023-03-21,2072.53,30 días,Pendiente,30,0,0,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (169 días) vs esperada (30 días): 139 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-03-21),2,True
374,1036,2022-04-20,2023-01-14,545.12,60 días,Retrasado,60,0,0,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (269 días) vs esperada (60 días): 209 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
375,1023,2022-09-17,2023-08-25,1350.93,90 días,Pendiente,30,10,0,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (342 días) vs esperada (90 días): 252 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-08-25),3,True
376,1092,2022-05-16,2023-06-20,5669.3,30 días,Retrasado,90,5,2,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (400 días) vs esperada (30 días): 370 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
377,1045,2022-03-09,2023-01-21,7675.09,30 días,Retrasado,60,5,1,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (318 días) vs esperada (30 días): 288 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
378,1052,2022-06-28,2023-02-15,9410.15,90 días,Pendiente,30,0,0,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (232 días) vs esperada (90 días): 142 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-02-15),3,True
379,1094,2022-02-05,2023-02-08,256.65,30 días,Pendiente,30,0,1,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (368 días) vs esperada (30 días): 338 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-02-08),2,True
380,1098,2022-05-06,2023-01-29,5275.33,90 días,Pendiente,60,0,0,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (268 días) vs esperada (90 días): 178 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-29),3,True
381,1059,2022-07-09,2023-04-03,4761.59,30 días,Pendiente,90,0,2,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (268 días) vs esperada (30 días): 238 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-04-03),3,True
382,1096,2022-05-26,2023-05-10,6594.94,60 días,Pendiente,30,0,0,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (349 días) vs esperada (60 días): 289 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-05-10),3,True
383,1062,2022-03-22,2023-10-14,5639.83,90 días,Pendiente,90,0,2,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (571 días) vs esperada (90 días): 481 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-10-14),2,True
384,1084,2022-08-13,2023-02-07,6901.69,60 días,Pendiente,60,10,1,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (178 días) vs esperada (60 días): 118 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-02-07),2,True
385,1031,2022-10-06,2023-10-23,6615.02,90 días,Pendiente,30,5,0,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (382 días) vs esperada (90 días): 292 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-10-23),3,True
386,1086,2022-12-27,2023-04-28,1258.42,30 días,Retrasado,30,5,0,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (122 días) vs esperada (30 días): 92 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),3,True
387,1032,2022-06-04,2023-05-14,8017.21,60 días,Pendiente,30,10,0,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (344 días) vs esperada (60 días): 284 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-05-14),3,True
